Entity,Code,Day,total_vaccinations_per_hundred
Afghanistan,AFG,2021-02-22,0
Afghanistan,AFG,2021-02-28,0.02
Afghanistan,AFG,2021-03-16,0.14
Afghanistan,AFG,2021-04-07,0.31
Afghanistan,AFG,2021-04-22,0.62
Afghanistan,AFG,2021-05-11,1.3
Afghanistan,AFG,2021-05-20,1.41
Afghanistan,AFG,2021-05-24,1.47
Afghanistan,AFG,2021-05-26,1.52
Afghanistan,AFG,2021-05-27,1.52
Afghanistan,AFG,2021-05-30,1.54
Afghanistan,AFG,2021-06-02,1.61
Afghanistan,AFG,2021-06-03,1.62
Afghanistan,AFG,2021-06-08,1.65
Afghanistan,AFG,2021-06-14,1.7
Afghanistan,AFG,2021-06-22,1.97
Afghanistan,AFG,2021-06-27,2.15
Afghanistan,AFG,2021-06-30,2.28
Afghanistan,AFG,2021-07-05,2.35
Africa,,2021-01-09,0
Africa,,2021-01-13,0
Africa,,2021-01-15,0
Africa,,2021-01-16,0
Africa,,2021-01-19,0
Africa,,2021-01-20,0
Africa,,2021-01-22,0
Africa,,2021-01-23,0
Africa,,2021-01-24,0
Africa,,2021-01-25,0
Africa,,2021-01-26,0
Africa,,2021-01-27,0
Africa,,2021-01-28,0
Africa,,2021-01-29,0
Africa,,2021-01-30,0.01
Africa,,2021-01-31,0.01
Africa,,2021-02-01,0.02
Africa,,2021-02-02,0.02
Africa,,2021-02-03,0.03
Africa,,2021-02-04,0.03
Africa,,2021-02-05,0.03
Africa,,2021-02-06,0.04
Africa,,2021-02-08,0.04
Africa,,2021-02-09,0.05
Africa,,2021-02-10,0.06
Africa,,2021-02-11,0.07
Africa,,2021-02-12,0.09
Africa,,2021-02-13,0.11
Africa,,2021-02-15,0.13
Africa,,2021-02-16,0.15
Africa,,2021-02-17,0.16
Africa,,2021-02-18,0.17
Africa,,2021-02-19,0.19
Africa,,2021-02-20,0.2
Africa,,2021-02-21,0.2
Africa,,2021-02-22,0.2
Africa,,2021-02-23,0.21
Africa,,2021-02-24,0.24
Africa,,2021-02-25,0.26
Africa,,2021-02-26,0.27
Africa,,2021-02-27,0.29
Africa,,2021-02-28,0.29
Africa,,2021-03-01,0.31
Africa,,2021-03-02,0.32
Africa,,2021-03-03,0.33
Africa,,2021-03-04,0.34
Africa,,2021-03-05,0.36
Africa,,2021-03-06,0.37
Africa,,2021-03-07,0.38
Africa,,2021-03-08,0.4
Africa,,2021-03-09,0.41
Africa,,2021-03-10,0.44
Africa,,2021-03-11,0.45
Africa,,2021-03-12,0.48
Africa,,2021-03-13,0.51
Africa,,2021-03-14,0.51
Africa,,2021-03-15,0.54
Africa,,2021-03-16,0.55
Africa,,2021-03-17,0.57
Africa,,2021-03-18,0.58
Africa,,2021-03-19,0.6
Africa,,2021-03-20,0.61
Africa,,2021-03-21,0.61
Africa,,2021-03-22,0.62
Africa,,2021-03-23,0.63
Africa,,2021-03-24,0.7
Africa,,2021-03-25,0.72
Africa,,2021-03-26,0.74
Africa,,2021-03-27,0.77
Africa,,2021-03-28,0.79
Africa,,2021-03-29,0.8
Africa,,2021-03-30,0.82
Africa,,2021-03-31,0.86
Africa,,2021-04-01,0.87
Africa,,2021-04-02,0.89
Africa,,2021-04-03,0.9
Africa,,2021-04-04,0.9
Africa,,2021-04-05,0.91
Africa,,2021-04-06,0.94
Africa,,2021-04-07,0.97
Africa,,2021-04-08,1.02
Africa,,2021-04-09,1.03
Africa,,2021-04-10,1.05
Africa,,2021-04-11,1.06
Africa,,2021-04-12,1.06
Africa,,2021-04-13,1.07
Africa,,2021-04-14,1.1
Africa,,2021-04-15,1.11
Africa,,2021-04-16,1.13
Africa,,2021-04-17,1.15
Africa,,2021-04-18,1.19
Africa,,2021-04-19,1.21
Africa,,2021-04-20,1.22
Africa,,2021-04-21,1.23
Africa,,2021-04-22,1.24
Africa,,2021-04-23,1.26
Africa,,2021-04-24,1.26
Africa,,2021-04-25,1.27
Africa,,2021-04-26,1.27
Africa,,2021-04-27,1.29
Africa,,2021-04-28,1.36
Africa,,2021-04-29,1.37
Africa,,2021-04-30,1.38
Africa,,2021-05-01,1.39
Africa,,2021-05-02,1.4
Africa,,2021-05-03,1.41
Africa,,2021-05-04,1.43
Africa,,2021-05-05,1.45
Africa,,2021-05-06,1.46
Africa,,2021-05-07,1.51
Africa,,2021-05-08,1.53
Africa,,2021-05-09,1.58
Africa,,2021-05-10,1.62
Africa,,2021-05-11,1.65
Africa,,2021-05-12,1.73
Africa,,2021-05-13,1.74
Africa,,2021-05-14,1.76
Africa,,2021-05-15,1.78
Africa,,2021-05-16,1.79
Africa,,2021-05-17,1.82
Africa,,2021-05-18,1.88
Africa,,2021-05-19,1.92
Africa,,2021-05-20,1.96
Africa,,2021-05-21,2.01
Africa,,2021-05-22,2.08
Africa,,2021-05-23,2.09
Africa,,2021-05-24,2.13
Africa,,2021-05-25,2.18
Africa,,2021-05-26,2.21
Africa,,2021-05-27,2.23
Africa,,2021-05-28,2.24
Africa,,2021-05-29,2.29
Africa,,2021-05-30,2.31
Africa,,2021-05-31,2.46
Africa,,2021-06-01,2.52
Africa,,2021-06-02,2.56
Africa,,2021-06-03,2.59
Africa,,2021-06-04,2.61
Africa,,2021-06-05,2.63
Africa,,2021-06-06,2.83
Africa,,2021-06-07,2.87
Africa,,2021-06-08,2.96
Africa,,2021-06-09,3.03
Africa,,2021-06-10,3.08
Africa,,2021-06-11,3.11
Africa,,2021-06-12,3.13
Africa,,2021-06-13,3.14
Africa,,2021-06-14,3.2
Africa,,2021-06-15,3.28
Africa,,2021-06-16,3.3
Africa,,2021-06-17,3.33
Africa,,2021-06-18,3.35
Africa,,2021-06-19,3.36
Africa,,2021-06-20,3.41
Africa,,2021-06-21,3.47
Africa,,2021-06-22,3.48
Africa,,2021-06-23,3.52
Africa,,2021-06-24,3.62
Africa,,2021-06-25,3.65
Africa,,2021-06-26,3.67
Africa,,2021-06-27,3.69
Africa,,2021-06-28,3.75
Africa,,2021-06-29,3.77
Africa,,2021-06-30,3.81
Africa,,2021-07-01,3.84
Africa,,2021-07-02,3.85
Africa,,2021-07-03,3.87
Africa,,2021-07-04,3.89
Africa,,2021-07-05,3.96
Albania,ALB,2021-01-10,0
Albania,ALB,2021-01-12,0
Albania,ALB,2021-01-13,0.01
Albania,ALB,2021-01-14,0.01
Albania,ALB,2021-01-15,0.01
Albania,ALB,2021-01-16,0.01
Albania,ALB,2021-01-17,0.01
Albania,ALB,2021-01-18,0.02
Albania,ALB,2021-01-19,0.02
Albania,ALB,2021-01-20,0.02
Albania,ALB,2021-01-21,0.02
Albania,ALB,2021-02-02,0.02
Albania,ALB,2021-02-09,0.04
Albania,ALB,2021-02-17,0.06
Albania,ALB,2021-02-18,0.11
Albania,ALB,2021-02-19,0.15
Albania,ALB,2021-02-22,0.23
Albania,ALB,2021-02-25,0.35
Albania,ALB,2021-03-01,0.5
Albania,ALB,2021-03-03,0.55
Albania,ALB,2021-03-10,0.75
Albania,ALB,2021-03-12,0.82
Albania,ALB,2021-03-17,1.16
Albania,ALB,2021-03-22,1.68
Albania,ALB,2021-03-23,1.8
Albania,ALB,2021-03-24,1.88
Albania,ALB,2021-03-25,2.06
Albania,ALB,2021-03-26,2.16
Albania,ALB,2021-03-27,2.23
Albania,ALB,2021-03-28,2.71
Albania,ALB,2021-03-30,4.15
Albania,ALB,2021-03-31,4.82
Albania,ALB,2021-04-01,5.4
Albania,ALB,2021-04-02,5.99
Albania,ALB,2021-04-03,6.45
Albania,ALB,2021-04-04,6.7
Albania,ALB,2021-04-05,7.18
Albania,ALB,2021-04-06,7.7
Albania,ALB,2021-04-07,8.07
Albania,ALB,2021-04-08,8.43
Albania,ALB,2021-04-09,8.71
Albania,ALB,2021-04-10,8.92
Albania,ALB,2021-04-12,9.3
Albania,ALB,2021-04-13,9.77
Albania,ALB,2021-04-15,10.58
Albania,ALB,2021-04-16,10.93
Albania,ALB,2021-04-17,11.29
Albania,ALB,2021-04-18,11.57
Albania,ALB,2021-04-19,12.02
Albania,ALB,2021-04-20,12.16
Albania,ALB,2021-04-21,12.93
Albania,ALB,2021-04-22,13.31
Albania,ALB,2021-04-23,13.6
Albania,ALB,2021-04-24,13.9
Albania,ALB,2021-04-26,14.2
Albania,ALB,2021-04-27,14.49
Albania,ALB,2021-04-28,15.07
Albania,ALB,2021-04-29,15.75
Albania,ALB,2021-04-30,16.57
Albania,ALB,2021-05-01,17.17
Albania,ALB,2021-05-03,17.98
Albania,ALB,2021-05-04,18.67
Albania,ALB,2021-05-05,19.34
Albania,ALB,2021-05-06,19.88
Albania,ALB,2021-05-07,20.35
Albania,ALB,2021-05-08,20.74
Albania,ALB,2021-05-09,20.85
Albania,ALB,2021-05-10,21.3
Albania,ALB,2021-05-11,21.63
Albania,ALB,2021-05-12,21.98
Albania,ALB,2021-05-13,22.18
Albania,ALB,2021-05-14,22.7
Albania,ALB,2021-05-17,23.63
Albania,ALB,2021-05-18,23.94
Albania,ALB,2021-05-19,24.25
Albania,ALB,2021-05-20,24.45
Albania,ALB,2021-05-21,24.63
Albania,ALB,2021-05-23,24.9
Albania,ALB,2021-05-24,25.2
Albania,ALB,2021-05-26,26.03
Albania,ALB,2021-05-27,26.38
Albania,ALB,2021-05-30,26.83
Albania,ALB,2021-05-31,26.98
Albania,ALB,2021-06-01,27.12
Albania,ALB,2021-06-03,27.36
Albania,ALB,2021-06-06,27.75
Albania,ALB,2021-06-07,27.93
Albania,ALB,2021-06-08,28.15
Albania,ALB,2021-06-09,28.37
Albania,ALB,2021-06-10,28.6
Albania,ALB,2021-06-11,28.85
Albania,ALB,2021-06-12,29.01
Albania,ALB,2021-06-13,29.06
Albania,ALB,2021-06-14,29.28
Albania,ALB,2021-06-15,29.48
Albania,ALB,2021-06-16,29.68
Albania,ALB,2021-06-17,29.98
Albania,ALB,2021-06-20,30.61
Albania,ALB,2021-06-21,30.93
Albania,ALB,2021-06-22,31.32
Albania,ALB,2021-06-23,31.72
Albania,ALB,2021-06-24,32.07
Albania,ALB,2021-06-28,32.78
Albania,ALB,2021-06-29,33.2
Albania,ALB,2021-06-30,33.64
Albania,ALB,2021-07-01,33.86
Albania,ALB,2021-07-02,34.11
Albania,ALB,2021-07-04,34.35
Albania,ALB,2021-07-05,34.54
Algeria,DZA,2021-01-29,0
Algeria,DZA,2021-01-30,0
Algeria,DZA,2021-02-19,0.17
Algeria,DZA,2021-06-06,5.7
Andorra,AND,2021-01-25,0.75
Andorra,AND,2021-02-01,1.34
Andorra,AND,2021-02-10,1.67
Andorra,AND,2021-02-12,2.1
Andorra,AND,2021-02-19,2.77
Andorra,AND,2021-02-24,3.09
Andorra,AND,2021-02-26,3.27
Andorra,AND,2021-03-08,4.67
Andorra,AND,2021-03-10,6.36
Andorra,AND,2021-03-15,10.82
Andorra,AND,2021-03-19,12.02
Andorra,AND,2021-04-04,16.1
Andorra,AND,2021-04-05,19.76
Andorra,AND,2021-04-11,22.12
Andorra,AND,2021-04-12,24.67
Andorra,AND,2021-04-19,34.19
Andorra,AND,2021-04-26,36.89
Andorra,AND,2021-05-03,37.38
Andorra,AND,2021-05-10,40.94
Andorra,AND,2021-05-17,41.83
Andorra,AND,2021-05-31,46.48
Andorra,AND,2021-06-07,53.68
Andorra,AND,2021-06-14,66.15
Andorra,AND,2021-06-21,81.88
Andorra,AND,2021-06-28,88.43
Angola,AGO,2021-03-01,0
Angola,AGO,2021-03-08,0.02
Angola,AGO,2021-03-18,0.15
Angola,AGO,2021-03-24,0.26
Angola,AGO,2021-03-29,0.4
Angola,AGO,2021-04-06,0.55
Angola,AGO,2021-04-11,0.75
Angola,AGO,2021-04-19,1.2
Angola,AGO,2021-04-23,1.39
Angola,AGO,2021-05-12,1.91
Angola,AGO,2021-05-18,2.07
Angola,AGO,2021-05-21,2.3
Angola,AGO,2021-05-26,2.62
Angola,AGO,2021-05-31,2.77
Angola,AGO,2021-06-08,3.4
Angola,AGO,2021-06-10,3.72
Angola,AGO,2021-06-15,4
Angola,AGO,2021-06-20,4.2
Angola,AGO,2021-06-24,4.36
Angola,AGO,2021-06-28,4.53
Angola,AGO,2021-07-05,4.6
Anguilla,AIA,2021-02-04,0
Anguilla,AIA,2021-02-13,8.94
Anguilla,AIA,2021-02-14,18.41
Anguilla,AIA,2021-02-26,26.19
Anguilla,AIA,2021-03-09,31.33
Anguilla,AIA,2021-03-13,33.33
Anguilla,AIA,2021-03-19,35.65
Anguilla,AIA,2021-04-12,38.89
Anguilla,AIA,2021-04-22,45.98
Anguilla,AIA,2021-05-17,88.22
Anguilla,AIA,2021-05-28,96.27
Anguilla,AIA,2021-06-04,97.03
Anguilla,AIA,2021-06-11,99.57
Anguilla,AIA,2021-06-18,101.31
Anguilla,AIA,2021-06-25,105.25
Anguilla,AIA,2021-07-02,109.72
Antigua and Barbuda,ATG,2021-02-16,0
Antigua and Barbuda,ATG,2021-03-15,24.68
Antigua and Barbuda,ATG,2021-03-19,26.22
Antigua and Barbuda,ATG,2021-03-25,26.98
Antigua and Barbuda,ATG,2021-03-31,27.4
Antigua and Barbuda,ATG,2021-04-03,27.6
Antigua and Barbuda,ATG,2021-04-14,28.18
Antigua and Barbuda,ATG,2021-04-16,29.02
Antigua and Barbuda,ATG,2021-04-17,29.24
Antigua and Barbuda,ATG,2021-04-22,30.38
Antigua and Barbuda,ATG,2021-05-07,31.74
Antigua and Barbuda,ATG,2021-05-11,31.92
Antigua and Barbuda,ATG,2021-05-17,35.17
Antigua and Barbuda,ATG,2021-05-21,40.36
Antigua and Barbuda,ATG,2021-05-25,42.9
Antigua and Barbuda,ATG,2021-05-26,45.17
Antigua and Barbuda,ATG,2021-05-27,46.91
Antigua and Barbuda,ATG,2021-05-29,49.37
Antigua and Barbuda,ATG,2021-05-31,51.39
Antigua and Barbuda,ATG,2021-06-03,52.91
Antigua and Barbuda,ATG,2021-06-06,56.75
Antigua and Barbuda,ATG,2021-06-07,58.48
Antigua and Barbuda,ATG,2021-06-09,59.3
Antigua and Barbuda,ATG,2021-06-12,59.97
Antigua and Barbuda,ATG,2021-06-15,60.84
Antigua and Barbuda,ATG,2021-06-17,63.52
Antigua and Barbuda,ATG,2021-06-20,64.14
Antigua and Barbuda,ATG,2021-06-29,65.35
Antigua and Barbuda,ATG,2021-07-01,65.82
Argentina,ARG,2020-12-29,0
Argentina,ARG,2020-12-31,0.07
Argentina,ARG,2021-01-04,0.09
Argentina,ARG,2021-01-08,0.24
Argentina,ARG,2021-01-13,0.37
Argentina,ARG,2021-01-15,0.44
Argentina,ARG,2021-01-20,0.55
Argentina,ARG,2021-01-21,0.59
Argentina,ARG,2021-01-22,0.62
Argentina,ARG,2021-01-23,0.64
Argentina,ARG,2021-01-24,0.65
Argentina,ARG,2021-01-25,0.65
Argentina,ARG,2021-01-26,0.68
Argentina,ARG,2021-01-27,0.7
Argentina,ARG,2021-01-28,0.73
Argentina,ARG,2021-01-29,0.76
Argentina,ARG,2021-01-30,0.81
Argentina,ARG,2021-02-01,0.83
Argentina,ARG,2021-02-03,0.88
Argentina,ARG,2021-02-04,0.98
Argentina,ARG,2021-02-06,1.04
Argentina,ARG,2021-02-07,1.11
Argentina,ARG,2021-02-08,1.13
Argentina,ARG,2021-02-09,1.14
Argentina,ARG,2021-02-10,1.18
Argentina,ARG,2021-02-11,1.27
Argentina,ARG,2021-02-12,1.31
Argentina,ARG,2021-02-13,1.34
Argentina,ARG,2021-02-14,1.35
Argentina,ARG,2021-02-15,1.35
Argentina,ARG,2021-02-16,1.35
Argentina,ARG,2021-02-17,1.35
Argentina,ARG,2021-02-18,1.41
Argentina,ARG,2021-02-19,1.48
Argentina,ARG,2021-02-20,1.56
Argentina,ARG,2021-02-21,1.59
Argentina,ARG,2021-02-22,1.6
Argentina,ARG,2021-02-23,1.65
Argentina,ARG,2021-02-24,1.73
Argentina,ARG,2021-02-25,1.84
Argentina,ARG,2021-02-26,2
Argentina,ARG,2021-02-27,2.18
Argentina,ARG,2021-02-28,2.27
Argentina,ARG,2021-03-01,2.32
Argentina,ARG,2021-03-02,2.49
Argentina,ARG,2021-03-03,2.61
Argentina,ARG,2021-03-04,2.77
Argentina,ARG,2021-03-05,3
Argentina,ARG,2021-03-07,3.38
Argentina,ARG,2021-03-08,3.42
Argentina,ARG,2021-03-09,3.65
Argentina,ARG,2021-03-10,3.93
Argentina,ARG,2021-03-11,4.25
Argentina,ARG,2021-03-12,4.64
Argentina,ARG,2021-03-13,5.08
Argentina,ARG,2021-03-14,5.27
Argentina,ARG,2021-03-15,5.32
Argentina,ARG,2021-03-16,5.62
Argentina,ARG,2021-03-17,5.9
Argentina,ARG,2021-03-18,6.21
Argentina,ARG,2021-03-19,6.5
Argentina,ARG,2021-03-20,6.78
Argentina,ARG,2021-03-21,6.9
Argentina,ARG,2021-03-22,6.95
Argentina,ARG,2021-03-23,7.17
Argentina,ARG,2021-03-24,7.37
Argentina,ARG,2021-03-25,7.45
Argentina,ARG,2021-03-26,7.69
Argentina,ARG,2021-03-27,7.9
Argentina,ARG,2021-03-28,8.02
Argentina,ARG,2021-03-29,8.07
Argentina,ARG,2021-03-30,8.29
Argentina,ARG,2021-03-31,8.61
Argentina,ARG,2021-04-01,8.9
Argentina,ARG,2021-04-02,9.12
Argentina,ARG,2021-04-03,9.25
Argentina,ARG,2021-04-04,9.37
Argentina,ARG,2021-04-05,9.43
Argentina,ARG,2021-04-06,9.74
Argentina,ARG,2021-04-07,10.12
Argentina,ARG,2021-04-08,10.56
Argentina,ARG,2021-04-09,10.97
Argentina,ARG,2021-04-10,11.51
Argentina,ARG,2021-04-11,11.76
Argentina,ARG,2021-04-12,11.93
Argentina,ARG,2021-04-13,12.33
Argentina,ARG,2021-04-14,12.73
Argentina,ARG,2021-04-15,13.13
Argentina,ARG,2021-04-16,13.48
Argentina,ARG,2021-04-17,13.78
Argentina,ARG,2021-04-18,13.91
Argentina,ARG,2021-04-19,14.02
Argentina,ARG,2021-04-20,14.23
Argentina,ARG,2021-04-21,14.49
Argentina,ARG,2021-04-22,14.81
Argentina,ARG,2021-04-23,15.06
Argentina,ARG,2021-04-24,15.53
Argentina,ARG,2021-04-25,15.79
Argentina,ARG,2021-04-26,15.96
Argentina,ARG,2021-04-27,16.34
Argentina,ARG,2021-04-28,16.72
Argentina,ARG,2021-04-29,17.07
Argentina,ARG,2021-04-30,17.4
Argentina,ARG,2021-05-01,17.64
Argentina,ARG,2021-05-02,17.7
Argentina,ARG,2021-05-03,17.79
Argentina,ARG,2021-05-04,18.14
Argentina,ARG,2021-05-05,18.57
Argentina,ARG,2021-05-06,19.01
Argentina,ARG,2021-05-07,19.52
Argentina,ARG,2021-05-08,19.92
Argentina,ARG,2021-05-09,20.1
Argentina,ARG,2021-05-10,20.18
Argentina,ARG,2021-05-11,20.44
Argentina,ARG,2021-05-12,20.76
Argentina,ARG,2021-05-13,21.11
Argentina,ARG,2021-05-14,21.47
Argentina,ARG,2021-05-15,21.82
Argentina,ARG,2021-05-16,21.97
Argentina,ARG,2021-05-17,22.13
Argentina,ARG,2021-05-18,22.55
Argentina,ARG,2021-05-19,22.98
Argentina,ARG,2021-05-20,23.34
Argentina,ARG,2021-05-21,23.8
Argentina,ARG,2021-05-22,24.25
Argentina,ARG,2021-05-23,24.49
Argentina,ARG,2021-05-24,24.67
Argentina,ARG,2021-05-25,24.87
Argentina,ARG,2021-05-26,25.07
Argentina,ARG,2021-05-27,25.45
Argentina,ARG,2021-05-28,25.84
Argentina,ARG,2021-05-29,26.34
Argentina,ARG,2021-05-30,26.82
Argentina,ARG,2021-05-31,27.12
Argentina,ARG,2021-06-01,27.65
Argentina,ARG,2021-06-02,28.32
Argentina,ARG,2021-06-03,28.94
Argentina,ARG,2021-06-04,29.59
Argentina,ARG,2021-06-05,30.38
Argentina,ARG,2021-06-06,31.18
Argentina,ARG,2021-06-07,31.72
Argentina,ARG,2021-06-08,32.45
Argentina,ARG,2021-06-09,33.22
Argentina,ARG,2021-06-10,33.97
Argentina,ARG,2021-06-11,34.8
Argentina,ARG,2021-06-12,35.63
Argentina,ARG,2021-06-13,36.04
Argentina,ARG,2021-06-14,36.25
Argentina,ARG,2021-06-15,36.83
Argentina,ARG,2021-06-16,37.34
Argentina,ARG,2021-06-17,38
Argentina,ARG,2021-06-18,38.67
Argentina,ARG,2021-06-19,39.47
Argentina,ARG,2021-06-20,40.02
Argentina,ARG,2021-06-21,40.27
Argentina,ARG,2021-06-22,40.67
Argentina,ARG,2021-06-23,41.26
Argentina,ARG,2021-06-24,41.87
Argentina,ARG,2021-06-25,42.49
Argentina,ARG,2021-06-26,43.14
Argentina,ARG,2021-06-27,43.7
Argentina,ARG,2021-06-28,44.14
Argentina,ARG,2021-06-29,44.74
Argentina,ARG,2021-06-30,45.45
Argentina,ARG,2021-07-01,46.26
Argentina,ARG,2021-07-02,47.15
Argentina,ARG,2021-07-03,48.19
Argentina,ARG,2021-07-04,49.08
Argentina,ARG,2021-07-05,49.66
Armenia,ARM,2021-03-31,0.02
Armenia,ARM,2021-05-09,0.36
Armenia,ARM,2021-05-16,0.65
Armenia,ARM,2021-05-23,0.9
Armenia,ARM,2021-05-30,1.13
Armenia,ARM,2021-06-06,1.57
Armenia,ARM,2021-06-14,1.87
Armenia,ARM,2021-06-20,2.17
Armenia,ARM,2021-06-27,2.52
Aruba,ABW,2021-03-29,24.13
Aruba,ABW,2021-04-10,38.49
Aruba,ABW,2021-04-12,40.34
Aruba,ABW,2021-04-13,42.7
Aruba,ABW,2021-04-14,45.15
Aruba,ABW,2021-04-15,47.34
Aruba,ABW,2021-04-16,49.6
Aruba,ABW,2021-04-17,52.06
Aruba,ABW,2021-04-18,52.12
Aruba,ABW,2021-04-19,54.49
Aruba,ABW,2021-04-20,56.55
Aruba,ABW,2021-04-21,58.39
Aruba,ABW,2021-04-22,60.21
Aruba,ABW,2021-04-23,63.64
Aruba,ABW,2021-04-24,64.89
Aruba,ABW,2021-04-25,68.47
Aruba,ABW,2021-04-26,68.71
Aruba,ABW,2021-04-28,69.94
Aruba,ABW,2021-04-29,71.04
Aruba,ABW,2021-04-30,71.99
Aruba,ABW,2021-05-03,72.8
Aruba,ABW,2021-05-04,73.95
Aruba,ABW,2021-05-05,74.46
Aruba,ABW,2021-05-06,74.51
Aruba,ABW,2021-05-07,75.17
Aruba,ABW,2021-05-08,75.58
Aruba,ABW,2021-05-10,76.44
Aruba,ABW,2021-05-11,77.62
Aruba,ABW,2021-05-12,78.9
Aruba,ABW,2021-05-13,80.03
Aruba,ABW,2021-05-14,81.99
Aruba,ABW,2021-05-15,82.99
Aruba,ABW,2021-05-17,85.24
Aruba,ABW,2021-05-18,87.79
Aruba,ABW,2021-05-19,89.92
Aruba,ABW,2021-05-20,91.72
Aruba,ABW,2021-05-21,93.67
Aruba,ABW,2021-05-22,96.84
Aruba,ABW,2021-05-23,101.6
Aruba,ABW,2021-05-24,102.8
Aruba,ABW,2021-05-25,104.32
Aruba,ABW,2021-05-26,104.59
Aruba,ABW,2021-05-27,105.2
Aruba,ABW,2021-05-28,105.93
Aruba,ABW,2021-05-29,106.46
Aruba,ABW,2021-05-31,106.92
Aruba,ABW,2021-06-01,107.37
Aruba,ABW,2021-06-02,107.85
Aruba,ABW,2021-06-03,109.18
Aruba,ABW,2021-06-04,109.19
Aruba,ABW,2021-06-06,109.19
Aruba,ABW,2021-06-07,109.62
Aruba,ABW,2021-06-08,110.24
Aruba,ABW,2021-06-09,110.82
Aruba,ABW,2021-06-10,111.34
Aruba,ABW,2021-06-11,111.83
Aruba,ABW,2021-06-12,113.77
Aruba,ABW,2021-06-14,114.15
Aruba,ABW,2021-06-15,114.52
Aruba,ABW,2021-06-16,114.91
Aruba,ABW,2021-06-17,115.31
Aruba,ABW,2021-06-18,115.74
Aruba,ABW,2021-06-20,116.04
Aruba,ABW,2021-06-21,116.44
Aruba,ABW,2021-06-22,116.45
Aruba,ABW,2021-06-23,116.94
Aruba,ABW,2021-06-24,117.35
Aruba,ABW,2021-06-27,117.35
Aruba,ABW,2021-06-28,117.9
Aruba,ABW,2021-06-29,118.38
Aruba,ABW,2021-06-30,119.19
Aruba,ABW,2021-07-01,119.34
Aruba,ABW,2021-07-02,119.87
Aruba,ABW,2021-07-05,120.43
Asia,,2020-12-15,0.03
Asia,,2020-12-19,0.03
Asia,,2020-12-20,0.03
Asia,,2020-12-21,0.03
Asia,,2020-12-22,0.03
Asia,,2020-12-23,0.04
Asia,,2020-12-24,0.04
Asia,,2020-12-25,0.04
Asia,,2020-12-26,0.04
Asia,,2020-12-27,0.04
Asia,,2020-12-28,0.04
Asia,,2020-12-29,0.05
Asia,,2020-12-30,0.05
Asia,,2020-12-31,0.12
Asia,,2021-01-01,0.12
Asia,,2021-01-02,0.12
Asia,,2021-01-03,0.13
Asia,,2021-01-04,0.13
Asia,,2021-01-05,0.15
Asia,,2021-01-06,0.16
Asia,,2021-01-07,0.16
Asia,,2021-01-08,0.16
Asia,,2021-01-09,0.26
Asia,,2021-01-10,0.27
Asia,,2021-01-11,0.27
Asia,,2021-01-12,0.27
Asia,,2021-01-13,0.3
Asia,,2021-01-14,0.31
Asia,,2021-01-15,0.32
Asia,,2021-01-16,0.33
Asia,,2021-01-17,0.34
Asia,,2021-01-18,0.35
Asia,,2021-01-19,0.37
Asia,,2021-01-20,0.49
Asia,,2021-01-21,0.5
Asia,,2021-01-22,0.52
Asia,,2021-01-23,0.53
Asia,,2021-01-24,0.54
Asia,,2021-01-25,0.55
Asia,,2021-01-26,0.57
Asia,,2021-01-27,0.75
Asia,,2021-01-28,0.78
Asia,,2021-01-29,0.8
Asia,,2021-01-30,0.81
Asia,,2021-01-31,0.85
Asia,,2021-02-01,0.87
Asia,,2021-02-02,0.88
Asia,,2021-02-03,1.05
Asia,,2021-02-04,1.08
Asia,,2021-02-05,1.1
Asia,,2021-02-06,1.12
Asia,,2021-02-07,1.13
Asia,,2021-02-08,1.14
Asia,,2021-02-09,1.36
Asia,,2021-02-10,1.39
Asia,,2021-02-11,1.41
Asia,,2021-02-12,1.44
Asia,,2021-02-13,1.46
Asia,,2021-02-14,1.47
Asia,,2021-02-15,1.5
Asia,,2021-02-16,1.53
Asia,,2021-02-17,1.57
Asia,,2021-02-18,1.61
Asia,,2021-02-19,1.64
Asia,,2021-02-20,1.67
Asia,,2021-02-21,1.68
Asia,,2021-02-22,1.71
Asia,,2021-02-23,1.74
Asia,,2021-02-24,1.77
Asia,,2021-02-25,1.8
Asia,,2021-02-26,1.83
Asia,,2021-02-27,1.86
Asia,,2021-02-28,2.13
Asia,,2021-03-01,2.16
Asia,,2021-03-02,2.21
Asia,,2021-03-03,2.25
Asia,,2021-03-04,2.3
Asia,,2021-03-05,2.35
Asia,,2021-03-06,2.4
Asia,,2021-03-07,2.42
Asia,,2021-03-08,2.48
Asia,,2021-03-09,2.53
Asia,,2021-03-10,2.6
Asia,,2021-03-11,2.63
Asia,,2021-03-12,2.69
Asia,,2021-03-13,2.74
Asia,,2021-03-14,3.03
Asia,,2021-03-15,3.13
Asia,,2021-03-16,3.21
Asia,,2021-03-17,3.29
Asia,,2021-03-18,3.36
Asia,,2021-03-19,3.48
Asia,,2021-03-20,3.78
Asia,,2021-03-21,3.8
Asia,,2021-03-22,4.03
Asia,,2021-03-23,4.17
Asia,,2021-03-24,4.31
Asia,,2021-03-25,4.51
Asia,,2021-03-26,4.73
Asia,,2021-03-27,4.9
Asia,,2021-03-28,5.02
Asia,,2021-03-29,5.15
Asia,,2021-03-30,5.3
Asia,,2021-03-31,5.52
Asia,,2021-04-01,5.79
Asia,,2021-04-02,6.05
Asia,,2021-04-03,6.2
Asia,,2021-04-04,6.36
Asia,,2021-04-05,6.53
